id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,label
11,66,34,8,26,8,8,8,9,8,8,9,25,8,25,8,25,9,25,8,25,8,9,8,25,8,25,9,8,8,9,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,8,9,25,8,8,9,8,8,25,9,25,8,8,9,25,8,26,7,9,8,25,8,25,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,9,8,25,8,25,9,8,8,25,9,8,8,25,9,0
12,65,34,8,26,8,8,8,9,8,9,8,25,8,25,8,26,8,25,8,25,8,9,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,26,7,9,8,25,8,9,8,9,8,25,8,9,8,8,8,26,8,25,8,9,8,25,8,25,8,9,8,25,8,26,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,25,8,26,8,8,8,26,8,8,8,26,8,0
13,67,33,9,8,8,25,9,8,8,9,8,25,8,26,8,25,8,25,8,25,9,8,8,25,9,25,8,8,9,8,8,9,8,9,8,8,8,26,8,8,8,25,9,8,8,9,8,25,8,9,8,9,8,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,9,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,0
14,66,34,8,9,8,25,8,9,8,8,8,26,8,25,8,25,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,26,8,8,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,9,8,25,8,25,8,9,8,25,8,9,8,25,8,0
15,66,34,8,25,8,9,8,9,8,8,8,26,8,25,8,25,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,26,8,8,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,9,8,25,8,25,8,9,8,25,8,9,8,25,9,0
16,66,33,8,26,8,8,9,8,8,9,8,26,7,26,7,26,8,26,7,26,8,8,8,26,7,26,8,8,9,8,8,9,8,8,9,8,8,25,9,8,8,26,8,8,8,9,8,26,7,9,8,8,9,25,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,8,9,8,8,9,8,26,7,9,8,26,7,9,8,8,9,8,8,26,8,25,8,8,9,25,8,8,9,25,8,0
17,67,34,8,8,8,26,8,8,8,9,8,25,8,26,8,25,8,25,8,26,8,8,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,25,8,9,8,9,8,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,9,8,8,8,26,8,25,8,9,8,25,8,9,8,26,7,0
18,66,34,8,9,8,25,8,9,8,8,8,26,8,25,8,25,9,25,8,25,8,9,8,25,8,25,9,8,8,9,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,8,9,25,8,8,9,8,8,25,9,25,8,8,9,25,8,25,8,9,8,25,8,25,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,9,8,25,8,25,9,8,8,26,8,8,8,26,8,0
19,66,34,8,25,8,9,8,9,8,8,8,26,8,25,8,25,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,26,8,8,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,26,7,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,9,8,25,8,25,8,9,8,26,7,9,8,26,7,0
20,66,33,9,25,8,8,9,8,8,9,8,25,8,25,9,25,8,26,7,25,9,8,8,26,8,25,8,8,9,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,25,8,9,8,9,8,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,9,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,0
21,66,34,8,9,8,26,7,9,8,8,9,25,8,26,7,26,8,25,8,26,7,9,8,26,7,26,8,8,8,9,8,8,9,8,8,9,8,26,7,9,8,26,7,9,8,8,9,25,8,8,9,8,8,26,8,25,8,8,9,25,8,26,7,9,8,26,7,26,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,26,7,26,8,8,8,26,8,8,8,26,8,0
22,66,34,8,8,9,25,8,8,9,8,8,26,8,25,8,25,8,25,9,15,2,8,8,8,9,25,8,25,8,9,8,8,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,26,8,8,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,9,8,25,8,25,8,9,8,26,7,9,8,0
23,66,34,8,26,8,8,8,9,8,9,8,25,8,25,8,26,8,25,8,25,8,9,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,9,8,25,8,9,8,8,8,26,8,25,8,9,8,25,8,26,8,8,8,25,9,25,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,8,9,8,8,26,8,25,8,8,9,25,8,8,9,25,8,0
24,66,34,8,26,7,9,8,9,8,8,8,26,8,25,8,25,8,26,8,25,8,9,8,25,8,25,9,8,8,9,8,8,9,8,8,9,8,25,8,9,8,26,7,9,8,8,9,25,8,8,9,8,8,26,8,25,8,8,9,25,8,25,8,9,8,26,7,26,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,26,7,26,8,8,8,26,8,8,8,26,8,0
25,67,34,8,8,8,26,8,8,8,9,8,25,8,26,8,25,8,25,8,26,8,8,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,25,8,9,8,9,8,25,8,25,8,9,8,25,8,26,8,8,9,25,8,25,8,9,8,8,9,8,8,25,9,8,8,25,9,8,8,9,8,8,9,25,8,25,8,9,8,25,8,9,8,25,8,0
26,66,33,8,9,8,26,7,9,8,9,8,25,8,26,7,26,8,25,8,26,7,9,8,26,7,26,8,8,8,9,8,9,8,8,8,9,8,25,8,9,8,26,7,9,8,9,8,25,8,9,8,8,8,26,8,25,8,9,8,25,8,25,8,9,8,25,9,25,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,8,9,8,8,25,9,25,8,8,9,25,8,8,9,25,8,0
27,67,34,8,25,8,9,8,8,9,8,8,25,9,25,8,25,8,25,9,25,8,8,9,25,8,25,8,9,8,8,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,25,9,8,8,9,8,25,8,25,9,8,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,9,8,25,8,25,8,9,8,25,8,9,8,25,8,0
28,66,33,9,25,8,8,9,8,8,9,8,25,8,25,9,25,8,25,8,25,9,8,8,25,9,25,8,8,9,8,8,9,8,8,9,8,8,25,9,8,8,25,9,8,8,9,8,25,8,9,8,9,8,25,8,25,8,9,8,25,8,25,9,8,8,26,8,25,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,9,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,0
29,66,34,8,9,8,25,8,9,8,8,8,26,8,25,8,25,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,8,9,25,8,8,9,8,8,25,9,25,8,8,9,25,8,25,8,9,8,25,8,25,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,9,8,25,8,26,8,8,8,26,8,8,8,26,8,0
30,66,34,8,8,9,25,8,8,9,8,8,26,8,25,8,25,8,25,9,25,8,8,9,25,8,25,8,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,26,8,8,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,8,26,8,8,8,26,8,8,9,8,8,9,8,25,8,25,9,8,8,25,9,8,8,25,9,0
31,66,34,8,25,9,8,8,9,8,9,8,25,8,25,8,26,8,25,8,25,8,9,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,9,8,25,8,9,8,8,8,26,8,25,8,9,8,25,8,25,9,8,8,25,9,25,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,8,9,8,8,25,9,25,8,8,9,25,8,8,9,25,8,0
32,66,33,9,25,9,8,8,9,8,8,9,25,8,25,8,25,9,25,8,25,8,9,8,25,8,25,9,8,8,9,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,9,8,25,8,9,8,8,8,26,8,25,8,9,8,25,8,25,8,9,8,25,8,26,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,9,8,8,25,9,25,8,8,9,25,8,8,9,25,8,0
33,67,33,9,8,8,25,9,8,8,9,8,25,8,25,9,25,8,25,8,25,9,8,8,25,9,25,8,8,9,8,8,9,8,8,9,8,8,26,8,8,8,26,8,8,8,9,8,25,8,9,8,9,8,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,9,8,8,9,25,8,25,8,9,8,25,8,9,8,25,8,0
34,66,33,9,8,8,25,9,8,8,9,8,25,8,26,8,25,8,25,8,26,8,8,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,25,8,9,8,9,8,25,8,25,8,9,8,25,8,26,8,8,9,25,8,25,8,9,8,8,9,8,8,25,9,8,8,25,9,8,8,9,8,8,9,25,8,25,8,9,8,25,8,9,8,25,8,0
35,67,33,8,26,8,8,8,9,8,9,8,25,8,25,9,25,8,25,8,25,9,8,8,25,9,25,8,8,9,8,8,9,8,8,9,8,8,25,9,8,8,25,9,8,8,9,8,25,8,9,8,9,8,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,9,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,0
36,66,33,8,26,8,8,8,9,8,9,8,25,8,25,8,26,8,25,8,25,9,8,8,25,9,25,8,8,9,8,8,9,8,8,9,8,8,25,9,8,8,25,9,8,8,9,8,25,8,9,8,8,9,25,8,25,8,9,8,25,8,25,9,8,8,25,9,25,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,9,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,0
37,67,34,8,8,8,26,8,8,8,9,8,25,8,26,8,25,8,25,8,26,8,8,8,26,8,25,8,9,8,8,8,9,8,9,8,8,9,25,8,8,8,26,8,8,9,8,8,25,9,8,8,9,8,25,8,25,9,8,8,25,9,25,8,8,9,25,8,25,8,9,8,8,9,8,8,26,8,8,8,25,9,8,8,9,8,9,8,25,8,25,8,9,8,25,8,9,8,25,8,0
38,66,34,8,8,8,26,8,8,8,9,8,25,9,25,8,25,8,25,9,25,8,8,9,25,8,25,8,9,8,8,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,25,9,8,8,9,8,25,8,25,9,8,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,9,8,25,8,25,8,9,8,25,8,9,8,25,9,0
39,66,34,8,25,8,9,8,8,9,8,8,25,9,25,8,25,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,26,8,8,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,25,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,9,8,25,8,25,9,8,8,25,9,8,8,26,8,0
40,66,34,8,25,8,9,8,9,8,8,8,26,8,25,8,25,9,25,8,25,8,9,8,25,8,25,9,8,8,9,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,8,9,25,8,8,9,8,8,25,9,25,8,8,9,25,8,25,8,9,8,25,8,26,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,25,8,26,8,8,8,26,8,8,8,26,8,0
41,66,34,8,9,8,25,8,9,8,8,9,25,8,25,8,25,9,25,8,25,8,9,8,25,8,25,9,8,8,9,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,9,8,25,8,9,8,8,8,26,8,25,8,9,8,25,8,25,8,9,8,25,8,26,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,25,9,25,8,8,9,25,8,8,9,25,8,0
42,66,33,8,9,8,25,8,9,8,9,8,25,8,25,8,26,8,25,8,25,8,9,8,25,9,25,8,8,9,8,8,9,8,8,9,8,8,25,9,8,8,25,9,8,8,9,8,25,8,9,8,8,9,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,9,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,0
43,66,34,8,25,8,9,8,9,8,8,8,26,8,25,8,25,8,26,8,25,8,9,8,25,8,25,9,8,8,9,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,8,9,25,8,8,9,8,8,25,9,25,8,8,9,25,8,25,8,9,8,25,8,25,9,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,25,8,26,8,8,8,26,8,8,8,26,8,0
44,66,34,8,25,9,8,8,9,8,8,9,25,8,25,8,25,9,25,8,25,8,9,8,25,8,25,9,8,8,9,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,8,9,25,8,9,8,8,8,26,8,25,8,9,8,25,8,25,8,9,8,25,8,26,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,25,9,25,8,8,9,25,8,8,9,25,8,0
45,66,34,8,9,8,25,8,9,8,9,8,25,8,25,8,26,8,25,8,25,8,9,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,9,8,25,8,9,8,8,9,25,8,25,8,9,8,25,8,25,9,8,8,25,9,25,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,9,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,0
46,66,33,9,8,8,25,9,8,8,9,8,25,8,25,9,25,8,25,8,25,9,8,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,25,8,9,8,9,8,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,8,9,8,8,25,9,8,8,25,9,8,8,9,8,8,9,25,8,25,8,9,8,25,8,9,8,25,8,0
47,67,33,8,26,8,8,8,9,8,9,8,25,8,25,8,26,8,25,8,25,8,9,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,25,8,9,8,25,9,8,8,9,8,25,8,9,8,8,9,25,8,25,8,9,8,25,8,25,9,8,8,25,9,25,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,9,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,0
48,66,33,8,26,8,8,8,9,8,9,8,25,8,25,9,25,8,25,8,25,9,8,8,25,9,25,8,8,9,8,8,9,8,8,9,8,8,25,9,8,8,25,9,8,8,9,8,25,8,9,8,8,9,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,9,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,0
49,67,33,9,8,8,25,9,8,8,9,8,25,8,25,9,25,8,25,8,26,8,8,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,25,8,9,8,9,8,25,8,25,8,9,8,25,9,25,8,8,9,25,8,25,8,9,8,8,9,8,8,25,9,8,8,25,9,8,8,9,8,8,9,25,8,25,8,9,8,25,8,9,8,25,8,0
50,66,34,8,8,8,26,8,8,8,9,8,25,8,26,8,25,8,25,9,25,8,8,9,25,8,25,8,9,8,8,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,25,9,8,8,9,8,25,8,25,9,8,8,25,9,25,8,9,8,25,8,25,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,9,8,25,8,25,8,9,8,25,8,9,8,25,9,0
51,67,34,8,25,8,9,8,8,8,9,8,25,8,26,8,25,8,25,8,26,8,8,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,25,8,9,8,9,8,25,8,25,8,9,8,25,9,25,8,8,9,25,8,25,8,9,8,8,9,8,8,25,9,8,8,25,9,8,8,9,8,8,9,25,8,25,8,9,8,25,8,9,8,25,8,0
52,66,33,9,25,8,8,9,8,8,9,8,25,8,25,9,25,8,25,8,25,9,8,8,25,9,25,8,8,9,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,25,8,9,8,9,8,25,8,25,8,9,8,25,8,25,9,8,8,26,8,25,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,9,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,0
53,67,33,8,9,8,26,7,9,8,9,8,25,8,26,7,26,8,25,8,26,7,9,8,26,7,26,8,8,8,9,8,9,8,8,8,9,8,26,7,9,8,26,7,9,8,9,8,25,8,9,8,8,8,26,8,25,8,9,8,25,8,26,7,9,8,26,7,26,8,8,8,26,8,8,8,26,8,8,8,26,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,26,8,1
54,66,34,8,8,8,26,8,8,8,9,8,26,7,26,8,26,7,26,7,26,8,8,8,26,8,26,7,9,8,8,8,9,8,9,8,8,9,25,8,8,8,26,8,8,9,8,8,26,7,9,8,9,8,26,7,26,8,8,8,26,8,25,8,8,9,25,8,26,7,9,8,26,7,9,8,26,7,9,8,26,7,9,8,8,9,8,8,9,8,26,7,9,8,26,7,9,8,26,7,1
55,66,34,8,26,7,9,8,8,9,8,8,26,8,25,8,26,7,26,7,26,8,8,9,25,8,26,7,9,8,8,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,26,8,8,8,9,8,26,7,26,8,8,8,26,8,25,8,9,8,25,8,26,7,9,8,26,7,9,8,26,7,9,8,26,7,9,8,9,8,8,8,9,8,26,7,9,8,26,7,9,8,26,7,1
56,66,33,9,25,8,8,9,8,8,9,8,26,7,26,8,25,8,26,7,26,8,8,8,26,8,25,8,8,9,8,8,9,8,8,9,8,8,26,8,8,8,26,8,8,8,9,8,26,7,9,8,8,9,25,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,25,8,1
57,67,34,8,8,8,26,8,8,8,9,8,26,7,26,8,26,7,26,7,26,8,8,9,25,8,26,7,9,8,8,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,26,8,8,8,9,8,26,7,26,8,8,8,26,8,25,8,8,9,25,8,26,7,9,8,26,7,9,8,26,7,9,8,26,7,9,8,9,8,8,8,9,8,26,7,9,8,26,7,9,8,26,7,1
58,66,34,8,8,8,26,8,8,8,9,8,26,7,26,8,25,8,26,7,26,8,8,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,26,7,9,8,9,8,25,8,26,7,9,8,26,7,26,8,8,9,25,8,26,7,9,8,26,7,9,8,26,7,9,8,26,7,9,8,8,9,8,8,9,8,26,7,9,8,26,7,9,8,26,7,1
59,67,33,9,25,8,8,9,8,8,9,8,26,7,26,8,25,8,26,7,26,8,8,8,26,8,25,8,8,9,8,8,9,8,8,9,8,8,26,8,8,8,26,8,8,8,9,8,26,7,9,8,9,8,25,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,26,7,1
60,66,33,8,26,8,8,8,9,8,9,8,25,8,26,7,26,8,26,7,26,7,9,8,26,7,26,8,8,9,8,8,9,8,8,9,8,8,26,8,8,8,26,8,8,8,9,8,26,7,9,8,8,9,25,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,25,8,1
61,66,34,8,9,8,25,8,9,8,8,9,25,8,26,7,26,8,25,8,26,7,9,8,26,7,26,8,8,8,9,8,9,8,8,8,9,8,26,7,9,8,26,7,9,8,9,8,25,8,9,8,8,8,26,8,25,8,9,8,25,8,26,7,9,8,26,7,26,8,8,8,26,8,8,8,26,8,8,8,26,8,8,8,9,8,9,8,8,9,25,8,8,9,25,8,8,9,25,8,1
62,66,34,8,9,8,26,7,9,8,8,9,25,8,26,7,26,8,25,8,26,7,9,8,26,7,26,8,8,8,9,8,9,8,8,8,9,8,26,7,9,8,26,7,9,8,9,8,25,8,9,8,8,8,26,8,25,8,9,8,25,8,26,7,9,8,26,7,26,8,8,8,26,8,8,8,26,8,8,8,26,8,8,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,25,8,1
63,67,33,8,26,8,8,8,9,8,9,8,25,8,26,7,26,8,25,8,26,7,9,8,26,8,25,8,8,8,9,8,9,8,8,9,8,8,26,8,8,8,26,8,8,8,9,8,26,7,9,8,8,9,25,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,8,9,25,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,25,8,1
64,66,33,8,26,8,8,8,9,8,9,8,25,8,26,7,26,8,25,8,26,7,9,8,26,7,26,8,8,8,9,8,9,8,8,8,9,8,26,7,9,8,26,7,9,8,9,8,26,7,9,8,8,8,26,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,8,9,25,8,8,9,25,8,8,9,25,8,8,9,8,8,9,8,8,9,25,8,9,8,25,8,9,8,25,8,1
65,67,33,8,9,8,26,7,9,8,9,8,25,8,26,7,26,8,25,8,26,7,9,8,26,7,26,8,8,8,9,8,9,8,8,8,9,8,26,8,8,8,26,8,8,8,9,8,26,7,9,8,8,9,25,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,25,8,1
66,66,33,9,8,8,26,8,8,8,9,8,26,7,26,8,25,8,26,7,26,8,8,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,26,7,9,8,9,8,26,7,26,7,9,8,26,8,25,8,8,9,25,8,26,7,9,8,26,7,9,8,26,7,9,8,26,7,9,8,8,9,8,8,9,8,26,7,9,8,26,7,9,8,26,7,1
67,66,34,8,26,7,9,8,9,8,8,8,26,8,25,8,26,7,26,8,25,8,9,8,26,7,26,8,8,8,9,8,8,9,8,8,9,8,26,7,9,8,26,7,9,8,8,9,25,8,8,9,8,8,26,8,25,8,8,9,25,8,26,7,9,8,26,7,26,8,8,8,26,8,8,8,26,8,8,8,26,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,26,8,1
