id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,label
68,66,34,8,26,8,8,8,9,8,8,9,25,8,26,7,26,8,25,8,26,7,9,8,26,7,26,8,8,8,9,8,8,9,8,8,9,8,26,7,9,8,26,7,9,8,9,8,25,8,9,8,8,8,26,8,25,8,9,8,25,8,26,7,9,8,26,7,26,8,8,8,26,8,8,8,26,8,8,8,26,8,8,8,9,8,9,8,8,9,25,8,8,9,25,8,8,9,25,8,1
69,67,33,9,8,8,26,8,8,8,9,8,26,7,26,8,25,8,26,7,26,8,8,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,26,7,9,8,9,8,25,8,26,7,9,8,26,8,25,8,8,9,25,8,26,7,9,8,26,7,9,8,26,7,9,8,26,7,9,8,8,9,8,8,9,8,26,7,9,8,26,7,9,8,26,7,1
70,66,34,8,8,9,25,8,8,9,8,8,26,8,25,8,26,7,26,8,25,8,8,9,25,8,26,7,9,8,8,9,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,26,8,8,8,9,8,26,7,26,8,8,8,26,8,25,8,9,8,25,8,26,7,9,8,25,8,9,8,26,7,9,8,26,7,9,8,9,8,8,9,8,8,26,8,8,8,26,8,8,8,26,8,1
71,67,33,9,25,8,8,9,8,8,9,8,26,7,26,8,25,8,26,7,26,8,8,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,26,7,9,8,9,8,25,8,26,7,9,8,26,7,26,8,8,8,26,8,26,7,9,8,26,7,9,8,26,7,9,8,26,7,9,8,8,9,8,8,9,8,26,7,9,8,26,7,9,8,26,7,1
72,66,34,8,26,7,9,8,8,9,8,8,26,8,25,8,26,7,26,8,25,8,9,8,25,8,26,7,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,26,8,8,8,9,8,26,7,26,8,8,8,26,8,26,7,9,8,26,7,26,8,8,8,26,8,8,8,26,8,8,8,26,8,8,8,9,8,8,9,8,8,26,8,8,8,26,8,8,8,26,8,1
73,66,34,8,9,8,25,8,9,8,8,8,26,8,25,8,26,7,26,8,25,8,9,8,25,8,26,7,9,8,9,8,8,9,8,8,9,8,26,7,9,8,26,7,9,8,8,9,25,8,8,9,8,8,26,8,25,8,8,9,25,8,26,7,9,8,26,7,26,8,8,8,26,8,8,8,26,8,8,8,26,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,26,8,1
74,67,33,8,9,8,26,7,9,8,9,8,25,8,25,8,26,8,25,8,26,7,9,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,25,8,9,8,26,7,9,8,9,8,26,7,9,8,8,9,25,8,26,7,9,8,26,7,26,8,8,8,25,9,25,8,8,9,25,8,9,8,25,8,8,9,25,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,25,8,1
75,67,34,8,26,7,9,8,8,9,8,8,26,8,25,8,26,7,26,8,25,8,8,9,25,8,26,7,9,8,8,9,8,8,9,8,8,9,25,8,8,9,25,8,9,8,8,8,26,8,8,8,9,8,26,7,26,8,8,8,26,8,25,8,9,8,25,8,26,7,9,8,26,7,9,8,26,7,9,8,26,7,9,8,9,8,8,8,9,8,26,8,8,8,26,8,8,8,26,8,1
76,66,34,8,26,7,9,8,9,8,8,8,26,8,26,7,26,7,26,8,26,7,9,8,26,7,26,8,8,8,9,8,8,9,8,8,9,8,26,7,9,8,26,7,9,8,9,8,25,8,9,8,8,8,26,8,25,8,9,8,25,8,26,7,9,8,26,7,26,8,8,8,26,8,8,8,26,8,8,8,26,8,8,8,9,8,9,8,8,8,26,8,8,9,25,8,8,9,25,8,1
77,66,34,8,9,8,26,7,9,8,9,8,25,8,26,7,26,8,25,8,26,7,9,8,26,7,26,8,8,8,9,8,9,8,8,8,9,8,26,7,9,8,26,7,9,8,9,8,25,8,9,8,8,8,26,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,8,9,25,8,8,9,25,8,8,9,25,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,25,8,1
78,66,33,9,8,8,26,8,8,8,9,8,26,7,26,8,25,8,26,7,26,8,8,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,26,7,9,8,9,8,25,8,26,7,9,8,26,8,25,8,8,9,25,8,26,7,9,8,26,7,9,8,26,7,9,8,26,7,9,8,8,9,8,8,9,8,26,7,9,8,26,7,9,8,26,7,1
79,66,34,8,26,7,9,8,8,9,8,8,26,8,25,8,26,7,26,8,25,8,9,8,25,8,26,7,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,26,8,8,8,9,8,26,7,26,8,8,8,26,8,26,7,9,8,26,7,26,8,8,8,26,8,8,8,26,8,8,8,26,8,8,8,9,8,8,9,8,8,26,8,8,8,26,8,8,8,26,8,1
80,66,34,8,26,8,8,8,9,8,9,8,25,8,26,7,26,8,25,8,26,7,9,8,26,7,26,8,8,8,9,8,9,8,8,8,9,8,26,7,9,8,26,8,8,8,9,8,26,7,9,8,8,9,25,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,25,8,1
81,67,34,8,8,9,25,8,8,9,8,8,26,8,25,8,26,7,26,8,25,8,8,9,25,8,26,7,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,26,8,8,8,9,8,26,7,26,8,8,8,26,8,26,7,9,8,26,7,26,8,8,8,26,8,8,8,26,8,8,8,26,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,26,8,1
82,67,33,8,9,8,26,7,9,8,9,8,25,8,26,7,26,8,26,7,26,8,8,8,26,8,25,8,8,9,8,8,9,8,8,9,8,8,26,8,8,8,26,8,8,8,9,8,26,7,9,8,9,8,25,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,9,8,26,7,9,8,26,7,9,8,26,7,9,8,8,9,8,8,9,8,26,7,9,8,26,7,9,8,26,7,1
83,66,34,8,26,8,8,8,9,8,9,8,25,8,26,7,26,8,25,8,26,7,9,8,26,7,26,8,8,8,9,8,9,8,8,8,9,8,26,7,9,8,26,7,9,8,9,8,26,7,9,8,8,9,25,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,8,9,25,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,25,8,1
84,66,34,8,25,8,9,8,8,8,9,8,26,7,26,8,25,8,26,7,26,8,8,9,25,8,26,7,9,8,8,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,26,8,8,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,26,7,9,8,26,7,9,8,25,8,9,8,25,8,9,8,9,8,8,9,8,8,25,9,8,8,25,9,8,8,25,9,1
85,66,34,8,9,8,26,7,9,8,8,9,25,8,26,7,26,8,25,8,26,7,9,8,26,7,26,8,8,8,9,8,9,8,8,8,9,8,26,7,9,8,26,7,9,8,9,8,26,7,9,8,8,9,25,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,8,9,25,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,25,8,1
86,66,34,8,8,9,25,8,8,9,8,8,26,8,25,8,26,7,26,8,25,8,9,8,25,8,26,7,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,26,8,8,8,9,8,26,7,26,8,8,8,26,8,26,7,9,8,26,7,26,8,8,8,26,8,8,8,26,8,8,8,26,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,26,8,1
87,67,34,8,25,8,9,8,8,8,9,8,26,8,25,8,26,7,26,8,25,8,8,9,25,8,25,8,9,8,8,9,8,8,9,8,8,9,25,8,9,8,25,8,9,8,8,8,26,8,8,8,9,8,26,7,26,8,8,8,26,8,25,8,9,8,25,8,26,7,9,8,26,7,9,8,26,8,8,8,26,8,8,8,9,8,8,9,8,8,26,8,8,8,26,8,8,8,26,8,1
88,65,34,8,26,8,8,8,9,8,9,8,25,8,26,7,26,8,25,8,26,7,9,8,26,7,26,8,8,8,9,8,9,8,8,8,9,8,26,8,8,8,26,8,8,8,9,8,26,7,9,8,8,9,25,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,9,8,26,7,9,8,26,7,9,8,26,7,1
89,67,34,8,8,8,26,8,8,8,9,8,26,7,26,8,25,8,26,7,26,8,8,9,25,8,26,7,9,8,8,9,8,8,9,8,8,9,25,8,8,9,25,8,9,8,8,8,26,8,8,8,9,8,26,7,26,8,8,8,26,8,25,8,9,8,25,8,26,7,9,8,26,7,9,8,26,8,8,8,26,8,8,8,9,8,8,9,8,8,26,8,8,8,26,8,8,8,26,8,1
90,66,33,8,9,8,26,7,9,8,9,8,25,8,26,7,26,8,26,7,26,8,8,8,26,8,25,8,8,9,8,8,9,8,8,9,8,8,26,8,8,8,26,8,8,8,9,8,26,7,9,8,9,8,25,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,9,8,26,7,9,8,26,7,9,8,26,7,9,8,8,9,8,8,9,8,26,7,9,8,26,7,9,8,26,7,1
91,66,34,8,26,8,8,8,9,8,8,9,25,8,26,7,26,8,25,8,26,7,9,8,26,7,26,8,8,8,9,8,9,8,8,8,9,8,26,7,9,8,26,7,9,8,9,8,25,8,9,8,8,8,26,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,8,9,25,8,8,9,25,8,8,9,25,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,25,8,1
92,66,34,8,25,8,9,8,8,8,9,8,26,7,26,8,26,7,26,8,25,8,8,9,25,8,25,8,9,8,8,9,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,26,8,8,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,26,8,8,8,26,8,8,8,25,9,8,8,26,8,8,8,9,8,8,9,8,8,26,8,8,8,26,8,8,8,26,8,1
93,67,33,9,8,8,26,8,8,8,9,8,26,7,26,8,25,8,26,7,26,8,8,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,26,7,9,8,9,8,26,7,26,8,8,8,26,8,25,8,8,9,25,8,26,7,9,8,26,7,9,8,26,7,9,8,26,7,9,8,9,8,8,8,9,8,26,7,9,8,26,7,9,8,26,7,1
94,66,34,8,9,8,25,8,9,8,8,9,25,8,25,8,25,9,25,8,25,8,9,8,25,8,25,9,8,8,9,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,9,8,25,8,9,8,8,8,26,8,25,8,9,8,25,8,25,8,9,8,25,8,26,8,8,9,25,8,8,9,25,8,8,9,25,8,8,9,8,8,9,8,8,9,25,8,9,8,25,8,9,8,25,8,1
95,67,33,9,25,8,8,9,8,8,9,8,26,7,26,8,25,8,26,7,26,8,8,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,25,8,9,8,9,8,25,8,25,8,9,8,25,8,26,8,8,9,25,8,25,8,9,8,25,8,9,8,25,8,9,8,25,8,9,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,25,8,1
96,66,34,8,26,8,8,8,9,8,8,9,25,8,25,8,26,8,25,8,25,8,9,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,9,8,25,8,9,8,8,9,25,8,25,8,9,8,25,8,25,9,8,8,25,9,25,8,9,8,25,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,25,8,1
97,67,33,8,9,8,25,8,9,8,9,8,25,8,26,8,25,8,25,8,25,9,8,8,26,8,25,8,8,9,8,8,9,8,9,8,8,8,26,8,8,8,26,8,8,8,9,8,25,8,9,8,9,8,25,8,25,8,9,8,25,8,26,8,8,9,25,8,26,7,9,8,25,8,9,8,26,7,9,8,25,8,9,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,25,8,1
98,66,34,8,9,8,25,8,9,8,8,9,25,8,25,8,26,8,25,8,25,8,9,8,26,7,26,8,8,8,9,8,9,8,8,8,9,8,25,8,9,8,26,7,9,8,9,8,26,7,9,8,8,9,25,8,26,7,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,26,7,1
99,67,33,8,26,8,8,8,9,8,9,8,25,8,25,8,26,8,25,8,26,7,9,8,25,9,25,8,8,9,8,8,9,8,8,9,8,8,26,8,8,8,26,8,8,8,9,8,26,7,9,8,9,8,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,9,8,25,8,9,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,25,8,1
100,66,34,8,26,8,8,8,9,8,8,9,25,8,26,7,26,8,25,8,26,7,9,8,26,7,26,8,8,8,9,8,9,8,8,8,9,8,26,7,9,8,26,7,9,8,9,8,25,8,9,8,8,9,25,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,9,8,25,8,9,8,25,8,9,8,25,8,9,8,8,8,9,8,9,8,26,7,9,8,26,7,9,8,26,7,1
101,66,34,8,9,8,25,8,9,8,8,8,26,8,26,7,26,7,26,8,26,7,9,8,26,7,26,8,8,8,9,8,8,9,8,8,9,8,26,7,9,8,26,7,9,8,8,9,25,8,8,9,8,8,26,8,25,8,8,9,25,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,26,7,26,8,8,8,9,8,9,8,8,8,9,8,9,8,8,8,9,8,26,7,26,8,3
102,66,34,8,9,8,25,8,9,8,8,8,26,8,26,7,26,7,26,8,26,7,9,8,26,7,26,8,8,8,9,8,8,9,8,8,9,8,26,7,9,8,26,7,9,8,8,9,25,8,8,9,8,8,26,8,25,8,8,9,25,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,26,7,26,8,8,8,9,8,9,8,8,8,9,8,9,8,8,8,9,8,26,7,26,8,3
103,66,34,8,26,7,9,8,9,8,8,8,26,8,25,8,26,7,26,8,25,8,9,8,26,7,26,7,9,8,9,8,8,9,8,8,9,8,26,7,9,8,26,7,9,8,8,9,25,8,8,9,8,8,26,8,25,8,8,9,25,8,26,7,9,8,26,7,26,8,8,8,26,8,25,8,26,7,26,8,8,8,9,8,9,8,8,8,9,8,9,8,8,8,9,8,26,7,26,8,3
104,66,33,8,26,8,8,8,9,8,9,8,25,8,25,8,26,8,25,8,25,9,8,8,25,9,25,8,8,9,8,8,9,8,8,9,8,8,25,9,8,8,25,9,8,8,9,8,25,8,9,8,8,9,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,25,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,9,8,9,8,8,9,25,8,25,8,3
105,67,34,8,8,8,26,8,8,8,9,8,25,8,26,8,25,8,25,8,26,8,8,8,26,8,25,8,9,8,8,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,25,9,8,8,9,8,25,8,25,9,8,8,25,9,25,8,9,8,25,8,25,8,9,8,25,8,26,8,25,8,25,8,9,8,9,8,8,8,9,8,9,8,8,8,9,8,9,8,25,8,25,8,3
106,66,34,8,9,8,25,8,9,8,8,8,26,8,25,8,25,8,26,8,25,8,9,8,25,8,25,9,8,8,9,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,8,9,25,8,8,9,8,8,25,9,25,8,9,8,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,9,8,8,9,8,8,25,9,25,8,3
107,66,34,8,25,9,8,8,9,8,8,9,25,8,25,8,25,9,25,8,25,8,9,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,9,8,25,8,9,8,8,8,26,8,25,8,9,8,25,8,25,8,9,8,25,9,25,8,8,9,25,8,25,8,25,9,25,8,8,9,8,8,9,8,8,9,8,8,9,8,9,8,8,8,25,9,25,8,3
108,66,33,9,25,8,9,8,8,8,9,8,25,8,26,8,25,8,25,8,26,8,8,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,26,8,8,9,25,8,8,9,8,8,25,9,8,8,9,8,25,8,25,9,8,8,25,9,25,8,8,9,25,8,25,8,9,8,25,8,26,8,25,8,25,8,9,8,9,8,8,8,9,8,9,8,8,8,9,8,9,8,25,8,25,9,3
109,67,33,8,9,8,25,8,9,8,9,8,25,8,25,8,26,8,25,8,25,8,9,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,25,9,8,8,25,9,8,8,9,8,25,8,9,8,8,9,25,8,25,8,9,8,25,8,25,9,8,8,26,8,25,8,9,8,25,8,25,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,9,8,9,8,8,8,26,8,25,8,3
110,66,34,8,8,8,26,8,8,8,9,8,25,8,26,8,25,8,25,8,26,8,8,9,25,8,25,8,9,8,8,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,25,9,8,8,9,8,25,8,25,9,8,8,26,8,25,8,9,8,25,8,25,8,9,8,25,8,26,8,25,8,25,8,9,8,9,8,8,8,9,8,9,8,8,9,8,8,9,8,25,8,25,9,3
111,66,34,8,26,8,8,8,9,8,9,8,25,8,25,8,26,8,25,8,25,8,9,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,25,8,9,8,25,9,8,8,9,8,25,8,9,8,8,9,25,8,25,8,9,8,25,8,25,9,8,8,26,8,25,8,9,8,25,8,25,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,9,8,9,8,8,8,26,8,25,8,3
112,66,34,8,25,8,9,8,8,9,8,8,25,9,25,8,25,8,25,9,25,8,8,9,25,8,25,8,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,26,8,8,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,25,9,8,8,25,9,25,8,25,8,25,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,25,8,26,8,3
113,66,34,8,9,8,25,8,9,8,8,9,25,8,25,8,25,9,25,8,25,8,9,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,25,8,9,8,25,8,9,8,9,8,25,8,9,8,8,8,26,8,25,8,9,8,25,8,25,9,8,8,25,9,25,8,8,9,25,8,25,8,25,9,25,8,8,9,8,8,9,8,9,8,8,8,9,8,9,8,8,8,26,8,25,8,3
114,66,34,8,8,8,26,8,8,9,8,8,25,9,25,8,25,8,25,9,25,8,8,9,25,8,25,8,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,26,8,8,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,25,9,8,8,25,9,25,8,25,8,25,9,8,8,9,8,9,8,8,8,9,8,9,8,8,8,9,8,25,8,26,8,3
115,67,33,9,25,8,9,8,8,8,9,8,25,8,26,8,25,8,25,8,26,8,8,8,26,8,25,8,9,8,8,8,9,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,25,9,8,8,9,8,25,8,25,9,8,8,25,9,25,8,9,8,24,9,25,8,9,8,25,8,26,8,25,8,25,8,9,8,9,8,8,8,9,8,9,8,8,8,9,8,9,8,25,8,25,9,3
116,66,34,8,25,9,8,8,9,8,8,9,25,8,25,8,26,8,25,8,25,8,9,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,25,9,8,8,25,9,8,8,9,8,25,8,9,8,8,9,25,8,25,8,9,8,25,8,25,9,8,8,26,8,25,8,9,8,25,8,25,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,9,8,9,8,8,9,25,8,25,8,3
117,67,34,8,8,8,26,8,8,8,9,8,25,8,26,8,25,8,25,9,25,8,8,9,25,8,25,8,9,8,8,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,25,9,8,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,25,8,9,8,25,8,26,8,25,8,25,8,9,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,25,8,25,9,3
118,67,33,8,9,8,25,8,9,8,9,8,25,8,25,8,26,8,25,8,25,8,9,8,25,9,25,8,8,9,8,8,9,8,8,9,8,8,25,9,8,8,25,9,8,8,9,8,25,8,9,8,9,8,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,25,8,26,8,25,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,25,8,25,8,3
119,67,33,9,25,8,9,8,8,8,9,8,25,8,26,8,25,8,25,8,26,8,8,8,26,8,25,8,9,8,8,8,9,8,9,8,8,8,26,8,8,9,25,8,8,9,8,8,25,9,8,8,9,8,25,8,25,9,8,8,25,9,25,8,8,9,25,8,25,8,9,8,25,8,26,8,25,8,25,8,9,8,9,8,8,8,9,8,9,8,8,8,9,8,9,8,25,8,25,9,3
120,67,33,8,26,8,8,8,9,8,9,8,25,8,25,8,26,8,25,8,25,8,9,8,25,9,25,8,8,9,8,8,9,8,8,9,8,8,25,9,8,8,25,9,8,8,9,8,25,8,9,8,9,8,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,25,9,25,8,25,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,25,8,25,8,3
121,66,34,8,9,8,25,8,9,8,8,8,26,8,25,8,25,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,8,9,25,8,8,9,8,8,25,9,25,8,8,9,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,25,8,26,8,8,8,9,8,9,8,8,9,8,8,9,8,8,9,8,8,25,9,25,8,3
122,66,34,8,8,8,26,8,8,8,9,8,25,8,26,8,25,8,25,8,26,8,8,9,25,8,25,8,9,8,8,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,26,8,8,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,25,8,9,8,25,8,26,8,25,8,25,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,25,8,26,8,3
123,66,34,8,25,8,9,8,9,8,8,8,26,8,25,8,25,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,9,25,8,8,9,8,8,25,9,25,8,8,9,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,9,8,8,9,8,8,25,9,25,8,3
124,66,34,8,25,8,9,8,8,8,9,8,25,8,26,8,25,8,25,9,25,8,8,9,25,8,25,8,9,8,8,9,8,8,9,8,8,9,25,8,8,9,25,8,9,8,8,8,26,8,8,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,25,9,8,8,25,9,25,8,25,8,25,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,25,8,26,8,3
125,67,34,8,8,9,25,8,8,9,8,8,25,9,25,8,25,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,9,25,8,8,9,8,8,25,9,25,8,8,9,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,25,8,26,8,8,8,9,8,9,8,8,9,8,8,9,8,8,9,8,8,25,9,25,8,3
126,66,34,8,8,9,25,8,8,9,8,8,25,9,25,8,25,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,9,25,8,8,9,8,8,25,9,25,8,8,9,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,9,8,8,8,9,8,25,9,25,8,3
127,67,34,8,25,8,9,8,8,8,9,8,25,8,26,8,25,8,25,8,26,8,8,8,26,8,25,8,9,8,8,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,25,9,8,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,25,8,9,8,25,8,26,8,25,8,25,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,25,8,26,8,3
128,66,33,9,25,8,9,8,8,8,9,8,25,8,26,8,25,8,25,8,26,8,8,8,26,8,25,8,9,8,8,9,8,8,9,8,8,9,25,8,8,9,25,8,8,9,8,8,25,9,8,8,9,8,25,8,25,9,8,8,26,8,25,8,9,8,25,8,25,8,9,8,25,8,26,8,25,8,25,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,25,8,26,8,3
129,66,34,8,8,9,25,8,8,9,8,8,25,9,25,8,25,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,9,25,8,8,9,8,8,25,9,25,8,8,9,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,9,8,8,9,8,8,25,9,25,8,3
130,66,34,8,8,9,25,8,8,9,8,8,25,9,25,8,25,8,25,9,25,8,9,8,25,8,25,8,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,26,8,8,9,8,8,25,9,25,8,8,9,25,8,25,8,9,8,25,8,25,9,8,8,26,8,25,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,9,8,8,8,9,8,25,9,25,8,3
131,67,34,8,25,8,9,8,8,9,8,8,25,9,25,8,25,8,25,9,25,8,9,8,25,8,25,8,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,8,26,8,8,9,8,8,25,9,25,8,8,9,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,25,8,26,8,8,8,9,8,9,8,8,8,9,8,9,8,8,8,9,8,25,9,25,8,3
132,66,34,8,25,8,9,8,8,9,8,8,25,9,25,8,25,8,25,9,25,8,9,8,25,8,25,8,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,9,25,8,8,9,8,8,25,9,25,8,8,9,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,25,8,26,8,8,8,9,8,9,8,8,9,8,8,9,8,8,9,8,8,25,9,25,8,3
133,66,34,8,8,9,25,8,9,8,8,8,26,8,25,8,25,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,9,8,8,9,8,25,8,9,8,25,8,9,8,8,9,25,8,8,9,8,8,25,9,25,8,9,8,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,25,9,25,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,25,9,25,8,3
134,66,34,8,8,9,25,8,9,8,8,8,26,8,25,8,25,8,26,8,25,8,9,8,25,8,25,8,9,8,9,8,8,8,9,8,9,8,25,8,9,8,25,8,9,8,8,9,25,8,8,9,8,8,25,9,25,8,9,8,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,25,8,26,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,25,9,25,8,3
135,67,33,8,26,8,8,8,9,8,9,8,25,8,25,8,26,8,25,8,25,9,8,8,25,9,25,8,8,9,8,8,9,8,8,9,8,8,25,9,8,8,26,8,8,8,9,8,25,8,9,8,9,8,25,8,25,8,9,8,25,8,26,8,8,8,26,8,25,8,9,8,25,8,25,9,25,8,25,8,9,8,8,9,8,8,9,8,9,8,8,8,9,8,9,8,25,8,25,8,3
